,Last Name,First Name,Affiliation,City,Country,Scopus Author ID,ORCID,Research Areas,Warnings
379,Koczapski,Andrzej B.,The University of British Columbia,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",6602154141,,MEDI (16); NEUR (5); PSYC (2),
380,Kolchak,Andriy,,,,,,,no profile found
381,Kolisang,Mohau,,,,,,,no profile found
382,Koo,Anson,,,,,,,no profile found
383,Kope,Terry M.,The University of British Columbia,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",6506567676,,MEDI (5); PSYC (2),
384,Koritar,Endre Laszlo,,,,,,,no profile found
385,Korkuczanska,Svetlana,,,,,,,no profile found
386,Korman,Lorne M.,The University of British Columbia,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",23111139300,,PSYC (8); MEDI (3),
387,Korn,Miriam,,,,,,,no profile found
388,Kosaka,Brenda Dale,,,,,,,no profile found
389,Kot,Sarina,BC Children's Hospital,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",35114998500,,PSYC (1); HEAL (1),affiliation not in list
390,Krausz,Reinhard,,,,,,,no profile found
391,Krawchuk,Jayson,,,,,,,no profile found
392,Krell,Robert,,,,,,,no profile found
393,Krishnamoorthy,Ashok,,,,,,,no profile found
